timestamp,srcIP,destIP,protocol,srcPort,destPort,packetSize,ttl,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,details
2025-02-10 16:13:40,192.168.1.131,99.86.47.11,6,33199,443,55,128,0,6,,A,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:33199 > 99.86.47.11:https A / Raw
2025-02-10 16:13:40,99.86.47.11,192.168.1.131,6,443,33199,66,244,0,6,,A,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 99.86.47.11:https > 192.168.1.131:33199 A
2025-02-10 16:13:41,192.168.1.131,35.223.238.178,6,35829,443,66,128,0,6,,S,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https S
2025-02-10 16:13:41,35.220.128.127,192.168.1.131,6,443,31713,54,62,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.220.128.127:https > 192.168.1.131:31713 A
2025-02-10 16:13:41,192.168.1.131,35.220.128.127,6,31713,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:31713 > 35.220.128.127:https A
2025-02-10 16:13:41,35.223.238.178,192.168.1.131,6,443,35829,66,54,0,6,,SA,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 SA
2025-02-10 16:13:41,192.168.1.131,35.223.238.178,6,35829,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https A
2025-02-10 16:13:41,192.168.1.131,35.223.238.178,6,35829,443,571,128,0,6,,PA,571,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https PA / Raw
2025-02-10 16:13:41,35.223.238.178,192.168.1.131,6,443,35829,54,54,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 A
2025-02-10 16:13:41,35.223.238.178,192.168.1.131,6,443,35829,1466,54,0,6,,A,1466,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 A / Raw
2025-02-10 16:13:41,35.223.238.178,192.168.1.131,6,443,35829,1466,54,0,6,,PA,1466,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:41,35.223.238.178,192.168.1.131,6,443,35829,359,54,0,6,,PA,359,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:41,192.168.1.131,35.223.238.178,6,35829,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https A
2025-02-10 16:13:41,192.168.1.131,35.223.238.178,6,35829,443,557,128,0,6,,PA,557,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https PA / Raw
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,133,54,0,6,,PA,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,133,54,0,6,,PA,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:42,192.168.1.131,35.223.238.178,6,35829,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https A
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,302,54,0,6,,PA,302,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,78,54,0,6,,PA,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 PA / Raw
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,54,54,0,6,,FA,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 FA
2025-02-10 16:13:42,192.168.1.131,35.223.238.178,6,35829,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https A
2025-02-10 16:13:42,192.168.1.131,35.223.238.178,6,35829,443,78,128,0,6,,PA,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https PA / Raw
2025-02-10 16:13:42,192.168.1.131,35.223.238.178,6,35829,443,54,128,0,6,,FA,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:35829 > 35.223.238.178:https FA
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,54,54,0,6,,R,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 R
2025-02-10 16:13:42,35.223.238.178,192.168.1.131,6,443,35829,54,54,0,6,,R,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:35829 R
2025-02-10 16:13:42,192.168.1.131,52.30.201.170,6,8646,443,295,128,0,6,,PA,295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:8646 > 52.30.201.170:https PA / Raw
2025-02-10 16:13:42,52.30.201.170,192.168.1.131,6,443,8646,319,116,0,6,,PA,319,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 52.30.201.170:https > 192.168.1.131:8646 PA / Raw
2025-02-10 16:13:42,192.168.1.131,52.30.201.170,6,8646,443,54,128,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:8646 > 52.30.201.170:https A
2025-02-10 16:13:44,192.168.1.131,69.173.158.64,6,8748,443,55,128,0,6,,A,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:8748 > 69.173.158.64:https A / Raw
2025-02-10 16:13:44,69.173.158.64,192.168.1.131,6,443,8748,54,246,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 69.173.158.64:https > 192.168.1.131:8748 A
2025-02-10 16:13:45,192.168.1.112,224.0.0.251,17,5353,5353,103,255,0,17,,??,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / UDP / mDNS Qry b'_233637DE._sub._googlecast._tcp.local.'
2025-02-10 16:13:50,192.168.1.131,35.223.238.178,6,34887,443,55,128,0,6,,A,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:34887 > 35.223.238.178:https A / Raw
2025-02-10 16:13:51,35.223.238.178,192.168.1.131,6,443,34887,66,55,0,6,,A,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:34887 A
2025-02-10 16:13:51,192.168.1.131,35.223.238.178,6,22556,443,55,128,0,6,,A,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:22556 > 35.223.238.178:https A / Raw
2025-02-10 16:13:52,35.223.238.178,192.168.1.131,6,443,22556,66,54,0,6,,A,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 35.223.238.178:https > 192.168.1.131:22556 A
2025-02-10 16:13:53,192.168.1.131,52.30.201.170,6,8646,443,229,128,0,6,,PA,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 192.168.1.131:8646 > 52.30.201.170:https PA / Raw
2025-02-10 16:13:53,52.30.201.170,192.168.1.131,6,443,8646,54,116,0,6,,A,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 52.30.201.170:https > 192.168.1.131:8646 A
2025-02-10 16:13:54,99.86.47.11,192.168.1.131,6,443,33199,93,244,0,6,,PA,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 99.86.47.11:https > 192.168.1.131:33199 PA / Raw
2025-02-10 16:13:54,99.86.47.11,192.168.1.131,6,443,33199,54,244,0,6,,FA,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Captured Ether / IP / TCP 99.86.47.11:https > 192.168.1.131:33199 FA
